BveTs Vehicle Performance Table 2.00:shift_jis
#
0,38057,82623.75,82623.75,82623.75
5,30045,82623.75,82623.75,82623.75
10,11703.37,82623.75,82623.75,82623.75
15,5874.294,66099,82623.75,82623.75
20,3602.134,49574.25,82623.75,82623.75
25,2464.977,37763.45,82623.75,82623.75
30,1808.026,25285.58,82623.75,82623.75
35,1391.218,18013.16,70820.36,82623.75
40,1108.687,13427.89,61967.81,82623.75
45,907.506,10362.68,48104.78,82623.75
50,758.6855,8218.747,38353.91,82623.75
55,645.1998,6664.103,31247.5,75112.5
60,556.4852,5503.093,25916.12,68853.13
65,485.6888,4614.559,21818.83,58667.75
70,428.1975,3920.342,18605.2,50585.97
75,380.8085,3368.254,16040.33,44066
80,341.2383,2922.414,13962.13,38729.88
85,307.8213,2557.514,12255.88,34307.44
90,279.3177,2255.309,10838.61,30601.39
95,254.789,2002.385,9649.156,27464.96
100,233.5128,1788.709,8641.618,24787.13
105,214.926,1606.657,7781.048,22482.65
110,198.5835,1450.36,7040.457,20485.23
115,184.13,1315.238,6398.744,18742.63
120,171.2784,1197.68,5839.228,17213.28
125,159.7952,1094.807,5348.581,15863.76
130,149.4883,1004.302,4916.056,14666.94
135,140.1985,924.2837,4532.914,13600.62
140,131.7932,853.2139,4191.985,12646.49
145,124.161,789.8234,3887.352,11789.36
150,117.2076,733.0588,3614.089,11016.5
155,110.8529,682.04,3368.076,10317.22
160,105.0284,636.0272,3145.844,9682.471
