BveTs Vehicle Performance Table 2.00:shift_jis,,,,
#,,,,
0,469.09092,840,840,840
5,259.63638,840,840,840
10,154.90908,840,840,840
15,135.51516,840,840,840
20,128.7273,804,840,840
25,125.58546,667.2,840,840
30,123.87882,500.00004,840,840
35,122.8497,399.18366,840,840
40,122.18184,333.75,822,840
45,121.72392,288.8889,744,840
50,121.39638,256.8,681.6,840
55,121.24452,241.9251,630.1674,840
60,121.14084,231.7647,595.863,840
65,121.05306,223.16742,566.34666,813.2904
70,120.97788,215.79834,540.65346,773.3826
75,120.91266,209.41176,518.06496,738.2964
80,120.8556,203.82354,498.03408,707.1834
85,120.80526,198.89274,480.13698,679.3848
90,120.76056,194.5098,464.04,654.3822
95,120.72054,190.58826,449.4762,631.761
100,120.68448,187.05882,436.22994,611.1858
105,120.6519,183.86556,424.12452,592.38318
110,120.62226,180.96258,413.01432,575.1261
115,120.5952,178.31202,402.77736,559.22556
120,120.57042,175.88232,393.31152,544.52262
125,120.54762,173.64702,384.52998,530.8827
130,120.52656,171.58374,376.35882,518.19078
135,120.50706,169.67322,368.73444,506.34816
140,120.48894,167.89914,361.602,495.26964
145,120.47208,166.24746,354.91386,484.88118
150,120.4563,164.70588,348.62826,475.11816
155,120.4416,163.26372,342.7089,465.92388
160,120.4278,161.91174,337.12356,457.24836
