BveTs Vehicle Performance Table 2.00:shift_jis
#
0,35133.66,72463.16,72463.16,72463.16
5,14053.46,72463.16,72463.16,72463.16
10,3513.366,72463.16,72463.16,72463.16
15,1561.496,72463.16,72463.16,72463.16
20,878.3414,68840.01,72463.16,72463.16
25,562.1385,55072,72463.16,72463.16
30,390.374,38244.45,72463.16,72463.16
35,286.8054,28097.96,72463.16,72463.16
40,219.5854,21512.5,70651.59,72463.16
45,173.4995,16997.53,62801.41,72463.16
50,140.5346,13768,56521.27,72463.16
55,116.1443,11378.51,47610.75,67193.12
60,97.59349,9561.112,40708.55,61593.69
65,83.15659,8146.747,35246.33,54746.55
70,71.70134,7024.491,30844.76,47909.8
75,62.45984,6119.112,27242.54,42314.63
80,54.89634,5378.125,24254.7,37673.75
85,48.6279,4764.014,21747.22,33779
90,43.37489,4249.383,19621.01,30476.45
95,38.92926,3813.851,17801.45,27650.21
100,35.13366,3442,16231.47,25211.63
105,31.86726,3121.996,14866.79,23091.92
110,29.03608,2844.628,13672.6,21237.04
115,26.56609,2602.647,12621.23,19604
120,24.39837,2390.278,11690.46,18158.28
125,22.48554,2202.88,10862.25,16871.86
130,20.78915,2036.687,10121.85,15721.82
135,19.27773,1888.615,9457.082,14689.26
140,17.92533,1756.123,8857.832,13758.48
145,16.71042,1637.099,8315.637,12916.31
150,15.61496,1529.778,7823.366,12151.69
155,14.62379,1432.674,7374.98,11455.23
160,13.72408,1344.531,6965.334,10818.94
