BveTs Vehicle Performance Table 1.00
#
0,34035.34,73892.5,73892.5,73892.5
5,26870,73892.5,73892.5,73892.5
10,10466.62,73892.5,73892.5,73892.5
15,5253.529,59114,73892.5,73892.5
20,3221.479,44335.5,73892.5,73892.5
25,2204.491,33772.8,73892.5,73892.5
30,1616.963,22613.53,73892.5,73892.5
35,1244.201,16109.63,63336.43,73892.5
40,991.5264,12008.9,55419.38,73892.5
45,811.6056,9267.606,45504.19,73892.5
50,678.5115,7350.232,36280.46,73892.5
55,577.0184,5959.875,29558.23,67175
60,497.6788,4921.555,24515.07,61577.09
65,434.3638,4126.917,20639.28,56840.38
70,382.9478,3506.06,17599.39,50518.34
75,340.5667,3012.314,15173.18,44007.09
80,305.1781,2613.588,13207.32,38678.11
85,275.2923,2287.249,11593.31,34261.58
90,249.8009,2016.98,10252.67,30560.48
95,227.8642,1790.784,9127.514,27428.24
100,208.8364,1599.687,8174.444,24753.99
105,192.2137,1436.874,7360.397,22452.6
110,177.5983,1297.093,6659.843,20457.84
115,164.6721,1176.25,6052.822,18717.57
120,153.1786,1071.115,5523.554,17190.27
125,142.9089,979.1135,5059.432,15842.55
130,133.6911,898.1724,4650.29,14647.33
135,125.3831,826.6102,4287.86,13582.44
140,117.866,763.0507,3965.363,12629.59
145,111.0403,706.3589,3677.198,11773.6
150,104.8217,655.593,3418.708,11001.77
155,99.1385,609.9656,3185.995,10303.43
160,93.92956,568.8151,2975.776,9669.526
