Bvets Motor Noise Table 0.01
#
0,1,1,,,,,,,,,,,,,,
0.2,1,1,,,,,,,,,,,,,,
0.4,1,1,,,,,,,,,,,,,,
0.6,1,1,,,,,,,,,,,,,,
0.8,1,1,,,,,,,,,,,,,,
1,,1,,,,,,,,,,0.88,,,,
1.2,,1.02,,,,,,,,,,0.9,,,,
1.4,,1.05,,,,,,,,,,0.92,,,,
1.6,,1.07,,,,,,,,,,0.94,,,,
1.8,,1.1,,,,,,,,,,0.96,,,,
2,,1.12,,,,,,,,,,0.97,,,,
2.2,,1.15,,,,,,,,,,0.99,,,,
2.4,,1.17,,,,,,,,,,1.01,,,,
2.6,,1.2,,,,,,,,,,1.03,,,,
2.8,,1.22,,,,,,,,,,1.04,,,,
3,,1.25,,,,,,,,,,1.06,,,,
3.2,,1.27,,,,,,,,,,1.08,,,,
3.4,,1.3,,,,,,,,,,1.1,,,,
3.6,,1.32,,,,,,,,,,1.11,,,,
3.8,,1.35,,,,,,,,,,1.13,,,,
4,,,0.71,,,,,,,,,1.15,,,,
4.2,,,0.73,,,,,,,,,1.17,,,,
4.4,,,0.74,,,,,,,,,1.18,,,,
4.6,,,0.75,,,,,,,,,1.2,,,,
4.8,,,0.76,,,,,,,,,1.22,,,,
5,,,0.77,,,,,,,,,1.24,,,,
5.2,,,0.78,,,,,,,,,1.25,,,,
5.4,,,0.79,,,,,,,,,1.27,,,,
5.6,,,0.8,,,,,,,,,1.29,,,,
5.8,,,0.82,,,,,,,,,1.31,,,,
6,,,0.83,,,,,,,,,1.32,,,,
6.2,,,0.84,,,,,,,,,1.34,,,,
6.4,,,0.85,,,,,,,,,1.36,,,,
6.6,,,0.86,,,,,,,,,1.38,,,,
6.8,,,0.87,,,,,,,,,1.39,,,,
7,,,0.88,,,,,,,,,1.41,,,,
7.2,,,0.89,,,,,,,,,1.43,,,,
7.4,,,0.91,,,,,,,,,1.45,,,,
7.6,,,0.92,0.33,,,,,,,,,,,,
7.8,,,0.93,0.35,,,,,,,,,,,,
8,,,0.94,0.36,,,,,,,,,,,,
8.2,,,0.95,0.38,,,,,,,,,,,,
8.400001,,,0.96,0.4,,,,,,,,,,,,
8.6,,,0.97,0.41,,,,,,,,,,,,
8.8,,,0.98,0.43,,,,,,,,,,,,
9,,,1,0.45,,,,,,,,,,,,
9.2,,,1,0.46,,,,,,,,,,,,
9.400001,,,1,0.48,,,,,,,,,,,,
9.6,,,1,0.5,,,,,,,,,,,,
9.8,,,1,0.51,,,,,,,,,,,,
10,,,1,0.53,,,,,,,,,,,,
10.2,,,1,0.54,,,,,,,,,,,,
10.4,,,1,0.56,,,,,,,,,,,,
10.6,,,1,0.58,,,,,,,,,,,,
10.8,,,1,0.59,,,,,,,,,,,,
11,,,1,0.61,,,,,,,,,,,,
11.2,,,1,0.63,,,,,,,,,,,,
11.4,,,1,0.64,,,,,,,,,,,,
11.6,,,1,0.66,,,,,,,,,,,,
11.8,,,1,0.68,,,,,,,,,,,,
12,,,1,0.69,,,,,,,,,,,,
12.2,,,1,0.71,,,,,,,,,,,,
12.4,,,1,0.73,,,,,,,,,,,,
12.6,,,1,0.75,,,,,,,,,,,,
12.8,,,1,0.77,,,,,,,,,,,,
13,,,1,0.78,,,,,,,,,,,,
13.2,,,1,0.79,,,,,,,,,,,,
13.4,,,1,0.8,,,,,,,,,,,,
13.6,,,1,0.81,,,,,,,,,,,,
13.8,,,1,0.83,,,,,,,,,,,,
14,,,1,0.84,,,,,,,,,,,,
14.2,,,1,0.85,,,,,,,,,,,,
14.4,,,1,0.86,,,,,,,,,,,,
14.6,,,1,0.87,,,,,,,,,,,,
14.8,,,1,0.89,,,,,,,,,,,,
15,,,1,0.9,,,,,,,,,,,,
15.2,,,1,0.91,,,,,,,,,,,,
15.4,,,1,0.92,,,,,,,,,,,,
15.6,,,1,0.93,,,,,,,,,,,,
15.8,,,1,0.95,,,,,,,,,,,,
16,,,1,0.96,,,,,,,,,,,,
16.2,,,1,0.97,,,,,,,,,,,,
16.4,,,1,0.98,,,,,,,,,,,,
16.6,,,1,1,,,,,,,,,,,,
16.8,,,1,1,,,,,,,,,,,,
17,,,,1,1,,,,,,,,,,,
17.2,,,,1,1.01,,,,,,,,,,,
17.4,,,,1,1.02,,,,,,,,,,,
17.6,,,,,1.04,,,,,,,,,0.78,,
17.8,,,,,1.05,,,,,,,,,0.79,,
18,,,,,1.06,,,,,,,,,0.8,,
18.2,,,,,1.07,,,,,,,,,0.8,,
18.4,,,,,1.08,,,,,,,,,0.81,,
18.6,,,,,1.1,,,,,,,,,0.82,,
18.8,,,,,1.11,,,,,,,,,0.83,,
19,,,,,1.12,,,,,,,,,0.84,,
19.2,,,,,1.13,,,,,,,,,0.85,,
19.4,,,,,1.14,,,,,,,,,0.86,,
19.6,,,,,1.15,,,,,,,,,0.87,,
19.8,,,,,1.17,,,,,,,,,0.88,,
