Bvets Motor Noise Table 0.01
#
0,1,1,,,,,,,,,,,,,,
0.2,1,1,,,,,,,,,,,,,,
0.4,1,1,,,,,,,,,,,,,,
0.6,1,1,,,,,,,,,,,,,,
0.8,1,1,,,,,,,,,,,,,,
1,,,0.5,,,,,,,,,,1,,,
1.2,,,0.51,,,,,,,,,,1,,,
1.4,,,0.52,,,,,,,,,,1,,,
1.6,,,0.53,,,,,,,,,,1,,,
1.8,,,0.55,,,,,,,,,,1,,,
2,,,0.56,,,,,,,,,,1,,,
2.2,,,0.57,,,,,,,,,,1,,,
2.4,,,0.58,,,,,,,,,,1,,,
2.6,,,0.6,,,,,,,,,,1,,,
2.8,,,0.61,,,,,,,,,,1,,,
3,,,0.62,,,,,,,,,,1,,,
3.2,,,0.63,,,,,,,,,,1,,,
3.4,,,0.65,,,,,,,,,,1,,,
3.6,,,0.66,,,,,,,,,,1,,,
3.8,,,0.67,,,,,,,,,,1,,,
4,,,0.68,,,,,,,,,,1,,,
4.2,,,0.7,,,,,,,,,,1,,,
4.4,,,0.71,,,,,,,,,,1,,,
4.6,,,0.72,,,,,,,,,,1,,,
4.8,,,0.73,,,,,,,,,,1,,,
5,,,0.75,,,,,,,,,,1,,,
5.2,,,0.76,,,,,,,,,,1,,,
5.4,,,0.77,,,,,,,,,,1,,,
5.6,,,0.78,,,,,,,,,,1,,,
5.8,,,0.8,,,,,,,,,,1,,,
6,,,0.81,0.2,,,,,,,,,,,,
6.2,,,0.82,0.21,,,,,,,,,,,,
6.4,,,0.83,0.23,,,,,,,,,,,,
6.6,,,0.85,0.25,,,,,,,,,,,,
6.8,,,0.86,0.26,,,,,,,,,,,,
7,,,0.87,0.28,,,,,,,,,,,,
7.2,,,0.88,0.3,,,,,,,,,,,,
7.4,,,0.9,0.31,,,,,,,,,,,,
7.6,,,0.91,0.33,,,,,,,,,,,,
7.8,,,0.92,0.35,,,,,,,,,,,,
8,,,0.93,0.36,,,,,,,,,,,,
8.2,,,0.95,0.38,,,,,,,,,,,,
8.400001,,,0.96,0.4,,,,,,,,,,,,
8.6,,,0.97,0.41,,,,,,,,,,,,
8.8,,,0.98,0.43,,,,,,,,,,,,
9,,,1,0.45,,,,,,,,,,,,
9.2,,,1,0.46,,,,,,,,,,,,
9.400001,,,1,0.48,,,,,,,,,,,,
9.6,,,1,0.5,,,,,,,,,,,,
9.8,,,1,0.51,,,,,,,,,,,,
10,,,1,0.53,,,,,,,,,,,,
10.2,,,1,0.54,,,,,,,,,,,,
10.4,,,1,0.56,,,,,,,,,,,,
10.6,,,1,0.58,,,,,,,,,,,,
10.8,,,1,0.59,,,,,,,,,,,,
11,,,1,0.61,,,,,,,,,,,,
11.2,,,1,0.63,,,,,,,,,,,,
11.4,,,1,0.64,,,,,,,,,,,,
11.6,,,1,0.66,,,,,,,,,,,,
11.8,,,1,0.68,,,,,,,,,,,,
12,,,1,0.69,,,,,,,,,,,,
12.2,,,1,0.71,,,,,,,,,,,,
12.4,,,1,0.73,,,,,,,,,,,,
12.6,,,1,0.75,,,,,,,,,,,,
12.8,,,1,0.77,,,,,,,,,,,,
13,,,1,0.78,,,,,,,,,,,,
13.2,,,1,0.79,,,,,,,,,,,,
13.4,,,1,0.8,,,,,,,,,,,,
13.6,,,1,0.81,,,,,,,,,,,,
13.8,,,1,0.83,,,,,,,,,,,,
14,,,1,0.84,,,,,,,,,,,,
14.2,,,1,0.85,,,,,,,,,,,,
14.4,,,1,0.86,,,,,,,,,,,,
14.6,,,1,0.87,,,,,,,,,,,,
14.8,,,1,0.89,,,,,,,,,,,,
15,,,1,0.9,,,,,,,,,,,,
15.2,,,1,0.91,,,,,,,,,,,,
15.4,,,1,0.92,,,,,,,,,,,,
15.6,,,1,0.93,,,,,,,,,,,,
15.8,,,1,0.95,,,,,,,,,,,,
16,,,1,0.96,,,,,,,,,,,,
16.2,,,1,0.97,,,,,,,,,,,,
16.4,,,1,0.98,,,,,,,,,,,,
16.6,,,1,1,,,,,,,,,,,,
16.8,,,0.98,1,,,,,,,,,,,,
17,,,,,0.99,,,,,,0.72,,,,,
17.2,,,,,1.01,,,,,,0.73,,,,,
17.4,,,,,1.02,,,,,,0.73,,,,,
17.6,,,,,1.03,,,,,,0.74,,,,,
17.8,,,,,1.04,,,,,,0.75,,,,,
18,,,,,1.05,,,,,,0.76,,,,,
18.2,,,,,1.07,,,,,,0.77,,,,,
18.4,,,,,1.08,,,,,,0.78,,,,,
18.6,,,,,1.09,,,,,,0.79,,,,,
18.8,,,,,1.1,,,,,,0.79,,,,,
19,,,,,1.11,,,,,,0.8,,,,,
19.2,,,,,1.12,,,,,,0.81,,,,,
19.4,,,,,1.14,,,,,,0.82,,,,,
19.6,,,,,1.15,,,,,,0.83,,,,,
19.8,,,,,1.16,,,,,,0.84,,,,,
20,,,,,1.17,,,,,,0.84,,,,,
20.2,,,,,1.18,,,,,,0.85,,,,,
