BveTs Vehicle Performance Table 1.00
#
0,57.33334,100,100,100
5,49.86666,100,100,100
10,30.92654,84,100,100
15,24.12918,62.66667,100,100
20,22.07019,42.39886,100,100
25,21.21179,33.58775,90.4,100
30,20.78233,29.03195,70.62103,100
35,20.57316,26.78227,57.08623,100
40,20.47543,25.74731,50.76267,100
45,20.40315,24.96633,46.08618,87.0442
50,20.34786,24.35809,42.50867,77.24334
55,20.30441,23.8723,39.69701,69.61762
60,20.2695,23.47626,37.43798,63.54649
65,20.24093,23.1478,35.58939,58.61979
70,20.21719,22.87143,34.05305,54.55675
75,20.19719,22.63599,32.75916,51.15933
80,20.18015,22.43325,31.65687,48.28427
85,20.16549,22.25704,30.70832,45.82567
90,20.15277,22.10261,29.88481,43.7037
95,20.14163,21.96626,29.16421,41.8572
100,20.13182,21.8451,28.52919,40.23857
105,20.12311,21.73678,27.96605,38.81031
110,20.11535,21.63943,27.46377,37.54248
115,20.10839,21.55151,27.01344,36.41093
120,20.10212,21.47175,26.60776,35.39601
125,20.09645,21.39911,26.24071,34.48155
130,20.0913,21.33269,25.90728,33.65416
135,20.0866,21.27176,25.60326,32.90266
140,20.0823,21.21568,25.32511,32.21766
145,20.07835,21.16392,25.06982,31.59119
150,20.07472,21.116,24.83482,31.01649
155,20.07137,21.07154,24.61789,30.48775
160,20.06827,21.03017,24.41713,30
