BveTs Vehicle Performance Table 1.00
#
0,76,140,140,140
5,64.8,140,140,140
10,36.38981,116,140,140
15,26.19377,84,140,140
20,23.10529,53.5983,140,140
25,21.81768,40.38162,125.6,140
30,21.1735,33.54792,95.93153,140
35,20.85973,30.1734,75.62935,140
40,20.71314,28.62097,66.144,140
45,20.60473,27.4495,59.12926,120.5663
50,20.5218,26.53714,53.76301,105.865
55,20.45662,25.80846,49.54551,94.42644
60,20.40425,25.21438,46.15697,85.31973
65,20.36139,24.72169,43.38409,77.92969
70,20.32578,24.30714,41.07957,71.83513
75,20.29578,23.95398,39.13874,66.73899
80,20.27023,23.64988,37.48531,62.42641
85,20.24824,23.38556,36.06248,58.7385
90,20.22915,23.15392,34.82722,55.55556
95,20.21244,22.9494,33.74631,52.7858
100,20.19773,22.76764,32.79379,50.35786
105,20.18467,22.60517,31.94907,48.21547
110,20.17303,22.45914,31.19565,46.31371
115,20.16259,22.32726,30.52016,44.61639
120,20.15318,22.20763,29.91164,43.09401
125,20.14467,22.09866,29.36106,41.72232
130,20.13694,21.99904,28.86091,40.48124
135,20.1299,21.90764,28.40489,39.35399
140,20.12345,21.82352,27.98767,38.32648
145,20.11753,21.74588,27.60473,37.38678
150,20.11208,21.67401,27.25223,36.52473
155,20.10705,21.60731,26.92683,35.73163
160,20.1024,21.54526,26.62569,35
